NAME,RA,DEC,S1400
192441-194950,291.1732083,-19.8307778,260.8
192443-173301,291.1805833,-17.5504167,108.1
192447-012833,291.1982083,-1.4758889,136.7
192452-114945,291.2189583,-11.8291944,130.0
192458-064328,291.2441667,-6.7244444,241.0
192507+011305,291.279875,1.2180556,342.9
192512-181306,291.3023333,-18.2183889,456.2
192513-141106,291.30675,-14.1850278,169.0
192520+051902,291.33625,5.3173333,134.2
192530-090130,291.3784583,-9.0251667,422.5
192531-074426,291.38075,-7.7407778,114.6
192546-161510,291.444,-16.253,100.9
192551+052932,291.4640833,5.4923611,145.5
192552+084857,291.467375,8.816,101.1
192553+085907,291.470875,8.9855278,211.2
192555-183702,291.4827083,-18.6174167,601.1
192601-183641,291.505125,-18.6114722,727.4
192603-171900,291.5141667,-17.3168889,119.3
192605-144118,291.5227917,-14.6885556,956.7
192606+003446,291.5280833,0.5794722,1157.0
192622+001408,291.5940833,0.2357778,280.6
192627-100552,291.6125833,-10.0978333,282.5
192627-193605,291.6141667,-19.6014444,101.1
192646-011120,291.69375,-1.1890833,187.6
192655-050626,291.7304583,-5.1073889,132.7
192710-113412,291.7952083,-11.5701667,174.6
192715-191406,291.8157083,-19.23525,317.9
192716+064144,291.8175,6.6956944,230.4
192727-001024,291.862625,-0.1735556,202.2
192729-163414,291.8709167,-16.5706944,125.3
192730-084244,291.879,-8.7123889,214.9
192739-145525,291.9129167,-14.9238056,919.3
192741-120556,291.9220417,-12.0991111,104.3
192742-071456,291.9252917,-7.2488889,232.4
192745-033905,291.938625,-3.6514167,127.2
192749-160625,291.9547917,-16.1071389,199.3
192756-115000,291.9868333,-11.8333333,272.9
192809-144204,292.04075,-14.7012222,132.0
192815+042203,292.0637917,4.3676389,110.0
192820+070355,292.085375,7.0654722,245.0
192822-045627,292.0930833,-4.941,265.8
192827+033448,292.1144167,3.5801944,100.9
192828-010650,292.117875,-1.1139722,1236.1
192831-124342,292.1325417,-12.7283333,171.6
192834-005954,292.1450833,-0.9985556,131.9
192836-145656,292.1517917,-14.9490278,158.3
192840+084849,292.1704167,8.8136389,466.5
192841-160005,292.1715,-16.0015278,227.6
192843+082808,292.1794167,8.4690278,103.9
192850-182233,292.2112917,-18.3758333,443.6
192858-042102,292.243125,-4.3507222,100.4
192902-042108,292.2619167,-4.3523889,148.9
192908-010551,292.2836667,-1.0976111,522.4
192917+055107,292.324125,5.8519444,110.6
192919+050757,292.3330833,5.1326667,430.4
192921-031517,292.3384583,-3.2549444,105.4
192922+095808,292.3436667,9.9688889,1099.0
192928-063652,292.3680833,-6.6144444,726.4
192929+084727,292.3718333,8.7908889,133.1
192937-034849,292.4047917,-3.8136389,116.9
192941+031702,292.4241667,3.2838889,432.6
192942-023055,292.4268333,-2.5154444,101.2
192947+091004,292.4492083,9.1678056,144.5
192950+020444,292.459875,2.0789167,137.4
193000-150919,292.5016667,-15.1553333,643.5
193002-150912,292.511125,-15.1535,781.8
193008-081442,292.534,-8.245,231.1
193008+021018,292.5369167,2.1718333,127.9
193015-051628,292.5639583,-5.2744722,143.0
193016-084833,292.567375,-8.80925,127.4
193017-102442,292.57275,-10.4118056,149.5
193021+062920,292.587625,6.489,206.0
193021-122320,292.5894583,-12.3891111,151.6
193021-104238,292.59,-10.7107222,266.0
193022+051843,292.5944583,5.3119722,102.0
193034+004331,292.6432917,0.7253889,129.3
193055-031255,292.7305417,-3.2153056,124.5
193059-031200,292.74975,-3.2000833,107.3
193101+010320,292.758,1.0556389,148.5
193112-195721,292.8018333,-19.9560278,125.8
193123-181415,292.8464583,-18.23775,100.1
193128-095705,292.86975,-9.9515833,101.9
193135+091330,292.8964167,9.2250556,112.7
193135-140559,292.8981667,-14.0998611,1226.4
193135+055648,292.899625,5.9468889,124.9
193137-122510,292.9057917,-12.4196111,122.3
193138-185258,292.9117083,-18.8830278,135.4
193142-094726,292.9262083,-9.7905833,114.6
193143-150542,292.9292917,-15.0951667,260.7
193143-182728,292.9304167,-18.4578056,164.9
193146-094212,292.9442917,-9.7035,119.4
193152-082533,292.9683333,-8.4259722,150.7
193203-091827,293.0163333,-9.30775,272.6
193207-193149,293.0300833,-19.5304444,789.4
193212-043040,293.053875,-4.5111389,201.1
193215-132359,293.0634583,-13.3999444,168.0
193224+075108,293.1002917,7.8524444,198.0
193226-004513,293.1100833,-0.7538611,102.2
193251-081740,293.2137083,-8.2946111,1613.9
193252-194715,293.220125,-19.7875278,219.3
193253-024719,293.2235417,-2.7887778,141.5
193257-081734,293.2387917,-8.2928056,236.0
193259+075720,293.249,7.9557222,339.7
193302-113515,293.26225,-11.5875,169.5
193305-184717,293.2742083,-18.7883056,116.7
193307-105222,293.2826667,-10.8728333,218.9
193312-051637,293.3007083,-5.2770556,282.8
193315-150236,293.3139167,-15.0434167,110.8
193316+064553,293.3175417,6.7648056,148.6
193317-003410,293.3234167,-0.5695556,104.8
193318-011822,293.32675,-1.3062778,115.6
193319+041302,293.3296667,4.2174722,314.3
193319+051217,293.3329167,5.2049722,143.3
193331-151907,293.3800417,-15.3188333,247.8
193336-071343,293.4004583,-7.2287222,139.2
193340-192742,293.420125,-19.4616667,186.4
193343+031331,293.430625,3.2253333,197.0
193400+081229,293.5004167,8.2081667,300.4
193411+095917,293.548375,9.9883056,204.7
193420-064720,293.58425,-6.7889444,218.9
193432+001809,293.6345833,0.3026667,162.0
193432-105158,293.635875,-10.8663056,109.3
193440+073125,293.6695,7.5236389,1274.7
193448-054818,293.702125,-5.8051667,132.2
193449-002912,293.7064583,-0.4868333,147.2
193453+090817,293.7225,9.1382222,217.7
193454-091325,293.7280417,-9.2236667,130.9
193501-043851,293.7551667,-4.6475,178.7
193507-075637,293.7830417,-7.9438056,127.6
193515+094654,293.8152083,9.7818889,127.5
193518-064529,293.8269583,-6.7581389,142.7
193520-043703,293.8369583,-4.6176111,145.4
193524-004037,293.8520833,-0.6771111,194.2
193527+005007,293.8662083,0.8353611,112.3
193529+043124,293.870875,4.5233333,117.4
193531-185058,293.8805417,-18.8495278,459.6
193535-160232,293.899125,-16.04225,311.3
193536-033020,293.9005417,-3.5058056,193.8
193539-060606,293.9158333,-6.10175,167.2
193545-080841,293.9377917,-8.14475,116.8
193545+055642,293.9379583,5.9450833,689.7
193545-162825,293.9407917,-16.4737222,445.8
193547-040736,293.9492917,-4.1267222,408.0
193547-112752,293.9498333,-11.4645833,105.8
193549+073345,293.9551667,7.5625833,141.7
193551-080832,293.9648333,-8.1422778,148.6
193557+025028,293.988625,2.8411667,209.5
193602+002231,294.010125,0.3753056,334.6
193604+020227,294.0177083,2.041,190.3
193608-171244,294.0341667,-17.2122778,171.2
193608-102832,294.03625,-10.4755833,145.8
193610-130718,294.04175,-13.1219167,344.1
193613-171125,294.0552083,-17.1903056,114.8
193614-021230,294.0620833,-2.2085833,102.3
193616-171034,294.0705417,-17.1761944,225.3
193622-094407,294.0940417,-9.7354444,131.7
193624-105151,294.1032083,-10.8643611,504.0
193625+082748,294.105,8.4634167,281.5
193628+005527,294.1193333,0.9243889,102.7
193630+014252,294.1265,1.7145833,228.9
193638+054547,294.160625,5.7631667,177.8
193646-091907,294.1935,-9.3186944,183.2
193653-040243,294.2242917,-4.0453056,104.0
193654-002157,294.2254167,-0.3660833,1458.4
193705-020124,294.2719583,-2.0233611,200.7
193708-015618,294.2837083,-1.9385278,366.4
193720-062727,294.33375,-6.4576111,101.2
193727-024453,294.3648333,-2.7481111,130.3
193728-171933,294.3675417,-17.3258333,102.0
193731+001556,294.38,0.2658056,125.1
193745+083706,294.4392917,8.6185833,316.3
193750-082619,294.45975,-8.4388611,129.8
193757-094622,294.489625,-9.7727778,181.5
193759-143236,294.4996667,-14.5435833,183.4
193803+033009,294.51375,3.5026111,320.1
193804+045234,294.5199167,4.87625,131.2
193805-174921,294.5209167,-17.8225833,197.9
193805+012252,294.5221667,1.3811111,167.5
193806-054300,294.5265833,-5.7168056,109.3
193808-150022,294.5369583,-15.0061667,135.4
193817+022002,294.570875,2.3341111,101.5
193826+033227,294.6089167,3.5410556,120.7
193830+044812,294.6277917,4.8033611,601.9
193832-031622,294.6364583,-3.2728333,178.4
193843-094933,294.6807083,-9.8260556,361.2
193843+094220,294.68175,9.7055556,320.9
193846-085107,294.6947083,-8.8520278,126.7
193849-134147,294.7051667,-13.6964167,133.2
193851-183806,294.7151667,-18.6351389,102.0
193906-090946,294.7785833,-9.1627778,109.9
193917-111659,294.8232917,-11.2832778,104.6
193920-082502,294.834125,-8.4172778,142.8
193921+074348,294.8410833,7.7301944,115.2
193922+004015,294.8429167,0.6709444,192.2
193925-121838,294.85625,-12.3106667,121.5
193926-152543,294.8610833,-15.4286111,608.4
193930+055640,294.8785417,5.9446389,221.4
193943+064813,294.9291667,6.80375,264.0
193950+040217,294.9602083,4.0381111,320.2
193957-100240,294.9886667,-10.0446944,838.3
194007-010237,295.0322083,-1.0438333,166.8
194007+031337,295.0325417,3.227,178.5
194009-003901,295.0375,-0.6503333,194.4
194009+060812,295.0385,6.1368333,189.1
194014-011131,295.0595,-1.1920556,212.9
194018-032715,295.078,-3.4541944,932.4
194018+020037,295.078625,2.0104167,213.5
194020-155210,295.084125,-15.8695,139.3
194021+043643,295.0900833,4.6121944,110.8
194028+052831,295.1207083,5.4753333,162.4
194059+050904,295.2489583,5.1513611,145.4
194100-195214,295.2502917,-19.8706944,180.1
194102+093302,295.260625,9.55075,150.5
194110+072055,295.2955,7.3488333,284.8
194114+070035,295.31,7.0099167,187.7
194114-152431,295.312375,-15.4086944,6720.5
194115-034227,295.3127083,-3.7075278,121.5
194125-010514,295.3582917,-1.0873611,562.7
194128-163536,295.3677917,-16.5933333,249.6
194128-010443,295.3705833,-1.0788333,354.5
194132+010106,295.3865,1.0184722,199.3
194133-102856,295.3889583,-10.4823056,132.4
194146-051133,295.4457083,-5.1925278,544.2
194152-050553,295.467125,-5.0981111,120.1
194158-192845,295.4925,-19.4794167,112.3
194201+080412,295.5074583,8.0700833,120.2
194223-094257,295.5959167,-9.7160556,116.5
194223-021938,295.5959167,-2.32725,113.6
194223-081101,295.5970833,-8.1836944,101.7
194223+053828,295.5991667,5.6413611,514.8
194230-050206,295.62775,-5.0351111,103.2
194230+005555,295.6284167,0.9319722,183.1
194236-163037,295.6532083,-16.5103889,265.4
194239-002016,295.662625,-0.3379722,150.9
194241-050538,295.67475,-5.0939167,130.2
194251+011308,295.71525,1.2190833,128.6
194256+052726,295.7345833,5.4573333,152.0
194302-012626,295.7596667,-1.44075,190.0
194314+072732,295.8114167,7.4590278,317.1
194323-180503,295.8468333,-18.0844167,117.7
194324+072734,295.853,7.4596667,155.1
194325-113010,295.85625,-11.5030278,175.5
194330-013252,295.8774583,-1.5479444,162.0
194337-172204,295.9058333,-17.3679444,230.3
194344-125122,295.9365833,-12.8561667,168.3
194348-141829,295.9522917,-14.3081667,115.2
194356-134558,295.9865833,-13.7663611,178.2
194357-140911,295.990625,-14.1532778,290.2
194407-072325,296.0309583,-7.3905278,702.0
194408+080958,296.0367083,8.1663611,187.7
194420-091702,296.0870833,-9.2841111,682.3
194425-183922,296.1077083,-18.6561389,203.9
194427-074909,296.1148333,-7.8193333,134.9
194434+035647,296.1434583,3.9463889,862.8
194439-175315,296.1659167,-17.8875,135.5
194442+033232,296.17725,3.5424444,110.8
194502-161419,296.2620833,-16.2388056,127.9
194506+021010,296.2781667,2.1694444,198.0
194507-143642,296.2825,-14.6118611,120.6
194512-145127,296.3033333,-14.8575,168.8
194515-072349,296.3141667,-7.3970278,190.7
194515+095300,296.3165,9.8834444,277.8
194517-051644,296.3222917,-5.2791389,815.9
194519-051027,296.3322917,-5.1741944,572.3
194522-015321,296.3450417,-1.8893333,130.1
194527-120214,296.3665833,-12.0374722,198.1
194535-124451,296.3977917,-12.7475833,169.1
194535+092346,296.399625,9.3961944,242.1
194548-193554,296.4525,-19.5983889,166.6
194548-123955,296.453875,-12.6655278,107.0
194554-185500,296.475125,-18.91675,176.5
194554+023033,296.4754583,2.5093056,186.1
194554+033347,296.4755417,3.5631667,174.2
194609+000816,296.5376667,0.1380278,192.6
194610+020007,296.5445417,2.0020556,200.8
194613-134209,296.5566667,-13.7026944,229.8
194613-085403,296.557375,-8.9010278,103.0
194619+002021,296.5791667,0.3394167,1259.6
194619-103956,296.580125,-10.6657778,111.7
194626-134454,296.60925,-13.7485833,123.0
194634+043614,296.642625,4.6041389,107.5
194651-024716,296.7148333,-2.7878889,246.4
194729-175936,296.873375,-17.9935,122.4
194731-121513,296.879375,-12.25375,119.2
194735-153838,296.8975833,-15.6441389,115.3
194738-181041,296.9105833,-18.1782778,136.9
194739-154920,296.9157083,-15.8224167,351.9
194743-010324,296.9325,-1.0568611,147.9
194746+090631,296.94525,9.1088056,301.0
194758+013843,296.9919583,1.6454444,108.0
194759-092015,296.9997917,-9.3375833,1280.9
194805+094045,297.023125,9.67925,197.3
194806-002053,297.0253333,-0.3481944,130.3
194806-033347,297.0269167,-3.5632778,118.6
194818-153239,297.0775417,-15.54425,138.6
194823-143430,297.099625,-14.5750278,117.2
194829-025140,297.1221667,-2.8611944,123.7
194833-012942,297.1395833,-1.4950556,115.3
194846-173940,297.1924167,-17.6611389,109.1
194846-164433,297.1932917,-16.74275,333.3
194847-185742,297.1987083,-18.9618889,695.4
194851-091428,297.2162917,-9.2413611,132.1
194856-130111,297.2345833,-13.0197778,360.6
194903-155601,297.2650833,-15.93375,219.3
194904+003452,297.2683333,0.5811111,111.0
194907+023701,297.2814167,2.6171944,844.1
194908-155722,297.2864583,-15.9561667,270.1
194912+052253,297.3017083,5.3815278,109.2
194913-090637,297.3047917,-9.1103056,163.6
194914-084207,297.3119167,-8.7021667,244.8
194926-061942,297.3594167,-6.3284722,175.4
194926+062135,297.3617083,6.3599167,189.9
194931-185214,297.3828333,-18.8706389,130.4
194935-081418,297.3964583,-8.2385,163.5
194950-080237,297.4586667,-8.0438056,173.1
194953-195713,297.4724167,-19.9536944,1415.1
194953-100132,297.47375,-10.0255833,111.7
194957-115352,297.4880833,-11.8979722,285.7
195001-120359,297.507125,-12.0666111,107.3
195002-143733,297.51125,-14.6260278,120.6
195005+080714,297.523125,8.1207222,1112.3
195012+080418,297.5529167,8.0718889,109.0
195021+010825,297.5907083,1.1405,174.7
195031-043037,297.6323333,-4.5104444,145.6
195036+004715,297.65175,0.7877222,165.8
195041-155753,297.6708333,-15.96475,122.4
195044-043611,297.6835,-4.60325,1777.8
195044+065529,297.6839167,6.9247778,150.2
195045-171943,297.6898333,-17.32875,206.8
195049+010458,297.70675,1.0829444,158.7
195050-094535,297.7090833,-9.7598333,109.0
195058-111649,297.744375,-11.2803611,123.7
195106+093939,297.778,9.6608333,274.0
195109-185148,297.788375,-18.8633611,136.9
195111-104229,297.7992917,-10.7081389,141.8
195119+030849,297.8316667,3.1471944,270.0
195120-132537,297.835,-13.4270278,297.3
195128-121626,297.8668333,-12.2740278,104.8
195128-183048,297.8674583,-18.5133889,149.6
195133-095534,297.887625,-9.92625,692.1
195138-022656,297.9105,-2.4490556,106.1
195141-133825,297.9224583,-13.6403611,366.0
195147-050943,297.9479583,-5.1621667,183.0
195157-053100,297.9877083,-5.5169167,183.8
195207+022418,298.030375,2.40525,152.9
195211+023113,298.046875,2.5203333,458.0
195213+023026,298.0545,2.5073056,2741.0
195213-093515,298.056375,-9.58775,156.5
195214-064139,298.0607917,-6.6942778,300.4
195217+022920,298.073875,2.4891111,378.8
195218+023029,298.0762083,2.5082778,2467.6
195222-130557,298.0954167,-13.0994167,115.6
195222-011556,298.09575,-1.2657222,724.2
195225+000641,298.1060417,0.1114444,102.9
195227-051510,298.116375,-5.2529167,120.4
195230-104210,298.126875,-10.7028611,150.7
195230-190322,298.1282083,-19.0562778,241.2
195232-011734,298.13475,-1.2928611,533.8
195235-013101,298.1465833,-1.5171111,109.6
195235+050422,298.148,5.0730278,146.3
195236-142520,298.1540417,-14.4222778,102.0
195238-011858,298.1600417,-1.31625,340.2
195243-193623,298.1829167,-19.6065833,596.3
195249-055206,298.20525,-5.8684444,139.7
195252+065842,298.219125,6.9785,132.8
195256-141710,298.2353333,-14.2861944,337.0
195300-123928,298.2535833,-12.6577778,175.7
195321-164414,298.3405417,-16.7372222,338.7
195321-181654,298.340875,-18.2818333,148.1
195328+043359,298.3705833,4.5665,349.8
195329-164521,298.3712917,-16.7559444,134.1
195333-171334,298.3904583,-17.2261111,172.0
195334-105952,298.3948333,-10.9979167,132.5
195339-102025,298.4129167,-10.3403611,148.2
195339-182119,298.414125,-18.3555278,189.6
195352+071704,298.4707917,7.2845278,133.7
195409-044047,298.538375,-4.6798333,228.6
195414+035834,298.560125,3.9761111,158.9
195414-172131,298.5624583,-17.3587778,141.1
195433-170318,298.639875,-17.0550833,143.5
195435+074655,298.646875,7.7820278,380.3
195441-112323,298.6715833,-11.38975,366.3
195443-082440,298.681625,-8.4113056,188.1
195443-103746,298.6832917,-10.6296111,161.4
195505-014412,298.7747917,-1.7368333,330.4
195506+082837,298.775625,8.4771944,324.4
195509-062042,298.7877083,-6.3452222,114.9
195513-192616,298.8064167,-19.4378611,497.3
195513+015410,298.8071667,1.9029722,956.1
195515-025607,298.8149583,-2.9353056,190.3
195517-090106,298.8236667,-9.0184722,128.4
195517-192520,298.8245833,-19.4224444,474.3
195525+005025,298.8553333,0.8403889,683.9
195529-065600,298.8745,-6.9334722,429.9
195533+032816,298.8914583,3.4711667,203.7
195535+034344,298.896875,3.7290833,481.4
195538-045111,298.9112083,-4.8531667,114.1
195538-191225,298.9122917,-19.2070833,197.5
195539+032901,298.9155,3.4836944,239.7
195551-012309,298.965375,-1.3858611,230.6
195600-174234,299.0039167,-17.7095278,376.0
195611-073654,299.0463333,-7.6151944,1797.9
195611-044422,299.047625,-4.7394444,186.4
195619-050615,299.0831667,-5.10425,257.1
195623-195743,299.0996667,-19.9621389,264.2
195629-054246,299.1246667,-5.7130278,351.3
195632-161523,299.1372917,-16.2565556,186.5
195635-123504,299.148375,-12.5845833,275.3
195639-123531,299.1657917,-12.5921667,400.8
195653-163531,299.224625,-16.5921667,357.9
195704-025048,299.267,-2.8468056,267.6
195705-163116,299.2719583,-16.5212222,137.8
195707-181449,299.2825,-18.2470278,101.5
195720-062127,299.3362917,-6.3575556,177.5
195723-170235,299.3475417,-17.0432222,128.8
195723-183521,299.3492083,-18.5893889,267.3
195728-052657,299.3669167,-5.4494167,129.7
195737+041642,299.4055833,4.2783889,510.8
195751-174805,299.4645,-17.8014722,126.6
195752+012833,299.4697917,1.4760278,371.6
195759-014012,299.49825,-1.6702222,115.5
195759-055457,299.4989583,-5.9160833,123.7
195805+030431,299.5219167,3.0754167,323.7
195822+043248,299.5947083,4.5466944,114.0
195824+081735,299.6028333,8.2931667,232.9
195826-020352,299.6108333,-2.0645278,116.8
195830+011432,299.6287083,1.24225,294.0
195838-030230,299.6597917,-3.0416944,110.8
195842-054854,299.6760833,-5.8151944,206.0
195844-185635,299.6851667,-18.9430556,100.8
195847-195425,299.6959167,-19.9071667,134.5
195848-152224,299.703125,-15.3735556,231.0
195850-033443,299.7113333,-3.5787222,118.3
195853-011501,299.7231667,-1.2503889,157.7
195859-124636,299.7497083,-12.7769167,114.1
195921-105905,299.83975,-10.9848056,274.7
195925-001521,299.8562083,-0.2558889,379.4
195927-094037,299.8640417,-9.6770833,187.0
