NAME,RA,DEC,S1400
184741-015441,281.9247083,-1.9115278,326.2
184742-022153,281.9284167,-2.3649444,116.4
184744+015436,281.9333333,1.9101389,551.7
184746-015451,281.9416667,-1.9142222,603.0
184750-110658,281.958625,-11.1162778,254.7
184753+071538,281.9710833,7.2607222,196.5
184756-141243,281.9849167,-14.2119722,525.4
184802+034910,282.01025,3.8195,201.1
184811-012630,282.049375,-1.4418333,226.1
184813-082201,282.0580833,-8.3671389,143.8
184815-123925,282.063,-12.6571944,191.0
184816-020652,282.06725,-2.1145,238.8
184821+001108,282.0903333,0.1856389,135.6
184823-021747,282.095875,-2.2966111,171.6
184824+001158,282.1016667,0.1996667,142.9
184826+035809,282.1122917,3.9693611,175.5
184839-013508,282.166625,-1.5857222,145.0
184840-022029,282.1675,-2.3416111,108.1
184840-020408,282.1701667,-2.0690278,168.3
184844-013314,282.1865833,-1.554,422.8
184848-190059,282.2007083,-19.0165,246.0
184852-014730,282.2199167,-1.7918333,143.6
184858-015134,282.2430417,-1.8596667,213.2
184904-014804,282.2675,-1.8013056,183.0
184905-022133,282.2712917,-2.3591667,114.2
184911-111241,282.295875,-11.2115,215.0
184916+001622,282.3179167,0.2729722,308.4
184918-005457,282.3250833,-0.9159722,4992.5
184919-005647,282.3310833,-0.9464722,2172.5
184925-005406,282.357,-0.9017222,3002.8
184929+034955,282.3715417,3.8319444,178.0
184932-172738,282.385125,-17.4605556,152.7
184932-003802,282.386625,-0.6338889,653.3
184933-012907,282.3881667,-1.4853333,224.9
184933-134041,282.3901667,-13.6781667,133.4
184934-012909,282.3935833,-1.4860833,482.8
184934-012740,282.3950417,-1.4613333,402.6
184935-005553,282.3990833,-0.9314167,390.4
184936-021629,282.4007083,-2.2747778,292.2
184936-031827,282.4017083,-3.3076389,125.7
184944-015841,282.4355417,-1.9781389,165.0
184949-071428,282.45725,-7.2412222,103.9
184950-022526,282.4615833,-2.4241389,134.1
184951+094850,282.462625,9.8141111,102.9
184952-142016,282.4671667,-14.3379444,120.8
184954-085655,282.4772083,-8.9486667,148.8
184955-071710,282.483,-7.2861667,127.0
184957+020016,282.4889167,2.0044444,153.0
184958+051459,282.4954167,5.2499167,205.3
184959-013256,282.496625,-1.5488889,1459.8
184959-012730,282.4994167,-1.4583889,316.0
185006-034112,282.52875,-3.68675,101.2
185027-091037,282.6150417,-9.1769444,372.5
185030-090659,282.629,-9.1166389,470.6
185031-000155,282.629875,-0.0319722,1449.5
185035+035904,282.64775,3.9846944,163.3
185038+093142,282.6612917,9.5283333,143.0
185040+035735,282.6672083,3.9597222,180.2
185046-165604,282.6931667,-16.9346944,319.8
185047-001830,282.699,-0.3083889,142.2
185051-055102,282.71475,-5.8507778,320.2
185054-165543,282.7254167,-16.9286944,390.7
185054-050942,282.7259583,-5.1619167,240.4
185102-004126,282.7599167,-0.6905556,318.2
185106-072137,282.77725,-7.3603611,104.9
185114+025939,282.8104167,2.9941944,510.8
185119+000037,282.8317083,0.0105,192.0
185122-174906,282.8444583,-17.8184444,171.3
185124+000412,282.8512083,0.07025,157.1
185129-111114,282.871125,-11.1873889,447.5
185131-110449,282.8792083,-11.0803333,148.7
185132-080916,282.8855417,-8.1544444,120.9
185135-000139,282.898125,-0.0276667,103.3
185137-001727,282.906,-0.2909444,248.5
185139-094022,282.9147083,-9.6728333,213.4
185142-002007,282.9252083,-0.3355278,192.1
185146+003532,282.9445417,0.5924444,839.9
185152-004000,282.9705833,-0.6668889,388.8
185157+011701,282.9879583,1.2836667,546.3
185158+001411,282.9917083,0.2366389,400.1
185159+011345,282.9962083,1.2292222,210.0
185159-043140,282.99675,-4.5279722,190.2
185159+012627,282.9999167,1.4410556,209.3
185203+000926,283.016375,0.1573889,219.7
185207+000819,283.0332083,0.13875,212.7
185212+000602,283.0506667,0.10075,179.1
185213+033255,283.0559583,3.5487222,234.3
185218-185535,283.0785833,-18.9264167,129.0
185220+002552,283.085125,0.4313056,178.8
185225+003722,283.1058333,0.6227778,219.5
185226+004130,283.1084167,0.6919167,399.9
185230-101410,283.1253333,-10.2363056,156.2
185233+003858,283.141375,0.6495556,690.5
185237+030838,283.1542083,3.1441389,221.7
185239-101324,283.1644583,-10.2235278,425.8
185242+092440,283.1775,9.4113056,295.4
185250+005527,283.211,0.9243333,780.8
185251+004359,283.2125417,0.7330833,184.3
185251-001425,283.2149583,-0.2402778,126.7
185257+004307,283.2399167,0.7186111,141.4
185304-144405,283.2676667,-14.73475,470.4
185320+011426,283.3347083,1.2405833,4600.0
185320+011452,283.3360417,1.2479722,2948.5
185322+011430,283.345375,1.2416667,1214.0
185323+011403,283.3471667,1.2342778,2061.2
185323-122321,283.3497083,-12.38925,102.6
185326+005334,283.3598333,0.8928333,137.3
185328+011300,283.36725,1.2167778,175.1
185329-055513,283.3715833,-5.9204722,129.1
185330+011452,283.3790833,1.248,117.4
185336-163543,283.40025,-16.5953056,190.1
185336+031415,283.40125,3.2376111,217.3
185337-173118,283.406625,-17.5217778,123.3
185337+022454,283.4067917,2.4150556,103.1
185339-142409,283.41275,-14.40275,166.6
185340+031539,283.419875,3.2609167,221.0
185341-173505,283.421125,-17.5849444,107.9
185343+004144,283.4292083,0.6956111,242.6
185348-113451,283.4524167,-11.5808889,122.5
185351-002508,283.466125,-0.4191111,193.6
185404-153918,283.5179167,-15.6551667,267.4
185407+040059,283.533125,4.0164722,126.6
185408-103658,283.5366667,-10.6162222,185.2
185414+011918,283.5601667,1.3218611,109.9
185416-161139,283.5687917,-16.1943056,491.6
185436+054259,283.65075,5.7165278,197.8
185440-131623,283.6669167,-13.27325,105.6
185444-024944,283.6845833,-2.8289444,170.9
185453+031829,283.72125,3.3081667,232.4
185455+013207,283.7331667,1.5353056,125.9
185456+032014,283.7354167,3.3374722,139.2
185500+031934,283.7503333,3.3261944,459.2
185510+010307,283.7933333,1.052,105.5
185511-041700,283.7964583,-4.2835278,118.6
185513+052158,283.8064167,5.3661667,111.4
185514+023638,283.8104583,2.6106667,102.3
185514+022146,283.8117917,2.3628333,159.3
185515-103808,283.816625,-10.6355833,135.2
185519+012155,283.8292917,1.3653333,276.4
185519+012101,283.831875,1.3504444,212.1
185521+012349,283.840125,1.3969444,123.4
185521+050927,283.8412083,5.1576389,113.1
185522+011855,283.8424167,1.3154167,141.3
185529+052003,283.8740833,5.3342222,158.8
185533-164020,283.889875,-16.6722778,124.6
185534+021910,283.8920833,2.3196389,216.8
185535+025119,283.8977917,2.8554444,177.0
185540+054215,283.919,5.7042778,352.0
185541+013642,283.9237083,1.6118333,266.5
185545+064810,283.938875,6.8029722,130.8
185552+025640,283.9666667,2.9445,578.2
185554-120958,283.976875,-12.1661944,103.2
185556-175442,283.9850417,-17.9118611,179.9
185557+013510,283.9902083,1.5861389,517.1
185600-034659,284.00125,-3.7831944,129.6
185600+022256,284.0035,2.3823889,482.7
185604+013439,284.0175,1.5776389,132.2
185604-140837,284.0190417,-14.1436667,122.5
185604+021541,284.01925,2.2615556,231.0
185604+075730,284.019375,7.9584444,460.1
185607-041956,284.03,-4.3324167,104.5
185608+010713,284.03525,1.1203889,158.7
185608-191411,284.036125,-19.2365833,150.7
185609+013309,284.039875,1.5526111,805.6
185610+004659,284.0424167,0.78325,105.9
185610+021927,284.0455417,2.3244167,234.4
185612+075340,284.0502917,7.8945278,3313.7
185613-051829,284.0557917,-5.30825,106.0
185616+013052,284.0705417,1.5146111,486.3
185618+070726,284.0757083,7.1239444,319.5
185618-164354,284.0765417,-16.7317778,342.7
185621+022637,284.090375,2.4436667,127.0
185622+015726,284.0949583,1.9573333,107.9
185623+022121,284.096125,2.3560556,681.6
185623+022418,284.0979583,2.4052222,540.6
185626+022212,284.1108333,2.37,1283.1
185627+010949,284.1145,1.1636944,206.3
185627+012930,284.115,1.4917222,743.4
185631+061017,284.1325833,6.1714167,161.4
185634+022521,284.144125,2.4225278,550.7
185634-160435,284.1455833,-16.0765,168.9
185635+012730,284.1482917,1.4584167,344.6
185639+011006,284.1645833,1.1683889,145.8
185640+015400,284.168625,1.90025,150.5
185647+011142,284.199375,1.1951944,122.6
185648+015043,284.200375,1.8453333,128.7
185654-020303,284.226,-2.0509167,143.2
185658-024039,284.2438333,-2.6776944,187.2
185701+013925,284.2573333,1.6570278,654.7
185703+041425,284.2626667,4.2405278,270.0
185704+013639,284.2670833,1.6109722,186.3
185704+013844,284.267625,1.6455833,656.5
185709+013854,284.2880417,1.6485,175.0
185712+071308,284.3029583,7.219,129.7
185714+013522,284.3120833,1.5895278,159.3
185722+053625,284.3455833,5.6070833,211.1
185724+013446,284.351,1.5795833,171.1
185726-083434,284.3587083,-8.5763611,119.4
185726-070209,284.360125,-7.0360833,160.3
185727+013225,284.3629167,1.5403889,183.4
185737+013029,284.4055833,1.5080556,248.9
185737+020340,284.4070417,2.0611944,116.2
185738-062455,284.411625,-6.4154444,288.4
185741-065348,284.422,-6.8968889,132.6
185743-145800,284.43325,-14.9666667,103.4
185744-052527,284.4344167,-5.4243333,116.9
185751-004817,284.4642083,-0.8047222,722.5
185759-092619,284.499125,-9.4386389,234.5
185800+020922,284.502625,2.1563333,115.9
185802+031316,284.50975,3.2211944,1089.6
185810+013657,284.5437083,1.6159722,195.0
185813-141757,284.556625,-14.2993889,198.5
185813-120249,284.5565833,-12.0471389,109.6
185813-051638,284.5567083,-5.2773611,102.1
185822-140127,284.592375,-14.0242222,167.8
185822-013654,284.594,-1.6150833,406.1
185826+030244,284.6093333,3.0456667,246.5
185828+030435,284.6202083,3.0765556,174.3
185832-113049,284.6342083,-11.5137778,112.2
185833-073526,284.6399167,-7.5906944,143.7
185834+030251,284.6429583,3.0475556,130.5
185835-102552,284.6495833,-10.4311111,251.3
185838-153011,284.6594583,-15.5031389,163.7
185840-034707,284.6705417,-3.7853611,127.7
185843-194604,284.6825417,-19.7680278,130.0
185857+000727,284.7377083,0.1243889,290.2
185901-092022,284.7559167,-9.3396389,911.2
185908+004150,284.7844167,0.6973611,582.0
185910-125438,284.792375,-12.9105833,263.8
185911-145420,284.7992917,-14.90575,196.8
185912-164720,284.8011667,-16.7889722,114.2
185912+073214,284.801375,7.5372222,147.1
185918-060600,284.8273333,-6.1001111,168.5
185929+020334,284.8714167,2.0595556,174.9
185935+041654,284.8977917,4.2818889,181.5
185937-083924,284.905625,-8.6568889,173.0
185938+041701,284.9113333,4.28375,180.9
185940-012148,284.9180833,-1.3635556,140.6
185954-042828,284.9784583,-4.4745833,119.6
190001-025923,285.0068333,-2.98975,154.1
190010-194439,285.0435417,-19.7443889,137.0
190014-033504,285.0618333,-3.5845,183.3
190016+040307,285.0675,4.0521667,747.8
190017+000355,285.07325,0.0654444,338.4
190018-041535,285.0752083,-4.2599722,206.3
190021+035015,285.089375,3.8376389,501.9
190024+040843,285.1000417,4.1455278,178.4
190028+052901,285.1175417,5.4836944,103.9
190031+054956,285.132125,5.8323333,215.6
190035+093017,285.1472083,9.50475,124.8
190036+090951,285.152875,9.1643611,146.4
190038+041419,285.1590833,4.2386111,370.7
190039+011233,285.1639167,1.2093611,351.0
190042-174611,285.1776667,-17.7698333,101.0
190042-005151,285.1776667,-0.8641944,218.0
190043+064546,285.1809583,6.763,127.4
190044+011026,285.186,1.1738889,209.2
190048+011359,285.2007083,1.2331667,169.8
190054+011203,285.2265417,1.2009167,203.3
190055+043131,285.232875,4.5255,146.6
190056+043215,285.2355,4.5375278,148.2
190058+050823,285.2435,5.1398333,118.7
190058+041057,285.245,4.1825,108.6
190101+041208,285.2560417,4.2023611,2131.2
190106-173841,285.2752083,-17.6449167,106.0
190106+041306,285.2757917,4.2184167,112.3
190107+050421,285.282125,5.0725556,158.0
190112+052543,285.302,5.4287222,215.5
190126+024447,285.3589167,2.7464444,200.4
190133+020915,285.3902917,2.15425,104.2
190135+050739,285.3971667,5.1275,165.4
190139-070617,285.4162917,-7.1048889,148.2
190144-182636,285.43575,-18.4433889,152.9
190144+041327,285.4367083,4.2243333,310.9
190146-141627,285.4425417,-14.2742778,436.8
190146+011301,285.4447083,1.2169444,10386.1
190147+041554,285.44625,4.2650556,464.4
190149+062751,285.455125,6.4643889,141.2
190149+011242,285.4577917,1.2117222,3331.4
190153+041250,285.4726667,4.2140833,2092.9
190154+011152,285.4785417,1.1980278,197.8
190155-163351,285.4816667,-16.5641667,396.5
190212+075412,285.551375,7.9033889,259.5
190215+012223,285.5637917,1.3731111,178.4
190219+011952,285.5793333,1.3313056,802.0
190222+011807,285.595,1.3019722,695.1
190226-045802,285.60925,-4.9673056,156.1
190226-163926,285.6101667,-16.6574444,149.5
190227+002155,285.6144167,0.3654444,216.1
190231+011916,285.6305417,1.3211944,123.7
190231+080607,285.6319583,8.1021111,141.3
190232-020225,285.6353333,-2.0405,107.3
190233-140155,285.6408333,-14.0320556,219.8
190236+040658,285.6507917,4.1163333,216.8
190236-002657,285.654,-0.4492222,131.9
190243-174801,285.680375,-17.8003333,109.7
190246+051250,285.6935833,5.2140833,105.8
190251-065132,285.7125,-6.8590278,195.6
190304+091142,285.7691667,9.19525,177.4
190306-060547,285.7772083,-6.0964722,141.9
190306-151650,285.7777083,-15.2806667,122.1
190307-125113,285.7815833,-12.8536667,160.0
190311+081738,285.7967917,8.2941389,114.1
190311+053607,285.7988333,5.6021389,523.0
190313+053523,285.8065833,5.5897778,681.1
190316-153615,285.817875,-15.6042778,134.5
190322-094827,285.842625,-9.8076944,546.4
190332-135756,285.8869167,-13.9656389,390.7
190333+072413,285.8891667,7.4038056,107.8
190335+003217,285.896625,0.5382222,170.4
190338-000852,285.9112083,-0.1479722,172.0
190341-112306,285.922375,-11.385,108.8
190343+055256,285.9302917,5.88225,477.3
190344-125142,285.9350833,-12.8617222,118.9
190353+014526,285.971125,1.7573056,196.4
190358+052543,285.993625,5.4287778,921.5
190401+052816,286.0067083,5.4713611,880.5
190402-135454,286.0084583,-13.9151667,296.6
190404+052618,286.0189167,5.4385833,772.0
190405-175014,286.0244167,-17.8372778,151.6
190406+052427,286.0275833,5.4077222,128.7
190407-011342,286.0327917,-1.2283889,332.7
190408-192759,286.0349583,-19.4665278,222.6
190413-074047,286.0542083,-7.6798056,133.5
190418-100641,286.0773333,-10.1115278,206.1
190426-081630,286.10975,-8.2750833,121.6
190430-115246,286.1258333,-11.8794722,174.4
190431-145624,286.1321667,-14.9400833,203.1
190434-131052,286.1418333,-13.1813056,146.8
190446+060531,286.1934583,6.0921944,149.0
190455-074833,286.2330833,-7.8093056,165.8
190502+070133,286.262375,7.0258611,206.4
190504-060745,286.2686667,-6.1291667,405.5
190506-164405,286.2757083,-16.7348611,354.9
190507+082958,286.2795833,8.4995833,200.0
190509-101314,286.289125,-10.2206389,141.3
190513-081247,286.3052917,-8.2133056,136.6
190517+055149,286.3239583,5.8638611,287.3
190520+073251,286.3371667,7.5475556,569.5
190521+065210,286.338625,6.8696111,116.2
190524+060125,286.3507917,6.0238333,214.5
190525+052932,286.3563333,5.4924167,266.3
190525+000844,286.35775,0.1456944,112.2
190526-043753,286.3595417,-4.6316111,474.3
190528-115332,286.3690833,-11.8924444,250.3
190532-000941,286.38475,-0.1616389,176.9
190533+074409,286.3904583,7.7360278,129.0
190535+074550,286.3970417,7.7641389,122.6
190536+052050,286.401125,5.3474444,120.2
190539+074314,286.4147917,7.7206667,107.3
190539+095208,286.416375,9.8691111,100.9
190541+074453,286.4225833,7.7480556,183.9
190552+075754,286.4693333,7.96525,105.6
190554+090441,286.4768333,9.0782778,208.0
190556+074844,286.4834583,7.8123056,214.7
190556-102954,286.4867083,-10.4984722,195.9
190557-102540,286.4905417,-10.4280278,206.4
190559+092646,286.496125,9.4461111,134.2
190559+000721,286.4990417,0.12275,192.4
190601+074638,286.5070417,7.7773611,257.9
190604-102600,286.517875,-10.4333333,192.2
190605-065007,286.5237083,-6.8353333,295.5
190613+013913,286.55425,1.6538056,925.4
190615-085849,286.563125,-8.9804722,185.3
190620+070529,286.5857917,7.0916389,150.0
190625+044917,286.6077083,4.8213889,182.5
190626+015844,286.6090833,1.9789722,262.9
190629-055852,286.6217917,-5.9811111,104.0
190637-030756,286.65825,-3.1323333,218.1
190643-161518,286.682,-16.2551944,130.6
190645-111429,286.6875,-11.2415278,363.5
190646-100438,286.693125,-10.0774722,103.7
190652-002714,286.7167083,-0.4540833,196.5
190703+073814,286.7664167,7.6372778,143.0
190705+073915,286.7709583,7.65425,559.8
190707+071135,286.7813333,7.1931667,489.9
190708+070619,286.7859583,7.1053889,106.0
190708+070818,286.787375,7.1383611,825.1
190709-141551,286.788125,-14.2641667,111.0
190711+070956,286.7975417,7.16575,518.5
190712+012709,286.8,1.45275,712.2
190714+043414,286.8096667,4.57075,119.9
190714-101727,286.8102917,-10.2910833,698.3
190715+075240,286.8149167,7.8780278,268.1
190717+071832,286.8233333,7.3090833,124.6
190717+043249,286.8235417,4.5471389,109.2
190720-034349,286.83575,-3.7303056,290.6
190721-035326,286.8404583,-3.8907222,129.4
190728-011621,286.869875,-1.27275,152.2
190729+070754,286.8729583,7.1318611,2741.4
190729+070922,286.873,7.1561944,2665.6
190734+060446,286.8917917,6.0796111,270.2
190736+070837,286.9000417,7.1438333,4146.6
190737-094057,286.9042083,-9.6827222,327.7
190738+070721,286.910375,7.1226111,2501.0
190738-161355,286.9105833,-16.2321111,249.1
190739-055701,286.913,-5.9503889,123.8
190740-183406,286.9200417,-18.5685278,144.1
190741+073408,286.9210417,7.5690278,559.8
190741+000038,286.9224167,0.0105833,246.4
190741+090717,286.9245,9.1215833,566.8
190747+080039,286.9466667,8.0109167,123.6
190747-152417,286.9492917,-15.4048889,123.8
190753+080113,286.9710833,8.0204167,152.2
190814-185554,287.0618333,-18.9317222,271.3
190818+070941,287.07675,7.1616111,125.1
190824+071258,287.1027083,7.2161389,103.5
190826-170251,287.110875,-17.0475556,189.6
190828-170205,287.1207083,-17.0348611,143.9
190829+082532,287.1212917,8.4256944,118.1
190832-011929,287.1353333,-1.3247778,116.0
190833-023000,287.1407917,-2.5002222,183.8
190834+075135,287.142875,7.8598611,126.5
190853+093425,287.2233333,9.5736944,154.6
190901-113041,287.2550417,-11.5115833,127.2
190907-090234,287.281,-9.0428889,222.9
190919-063539,287.3292083,-6.5943056,151.9
190919-025443,287.3301667,-2.9120833,435.6
190924+024212,287.3512917,2.7035278,103.4
190927+092419,287.3638333,9.4053056,101.6
190930-091109,287.3755417,-9.1858611,182.7
190934+042946,287.3932917,4.4961944,107.8
190944+005558,287.4361667,0.9330278,121.2
190947-102356,287.4462917,-10.3989167,124.8
190950+081927,287.4590833,8.3243611,916.3
190950+084213,287.4607083,8.7038056,131.6
190950+005550,287.4609583,0.9308056,135.2
190953+075729,287.4719583,7.9581389,202.2
191004+095127,287.5172917,9.8576667,361.7
191007-053417,287.5294583,-5.5714167,399.7
191011+090511,287.5464583,9.0863889,1524.4
191011+090716,287.5485417,9.1211111,885.8
191011+081339,287.5492083,8.2275278,151.6
191012-055037,287.5517083,-5.8436389,215.0
191015+090619,287.5642917,9.1053056,31205.5
191018-094730,287.5753333,-9.7919167,157.0
191018+074831,287.5753333,7.8087222,470.0
191022+090451,287.5934583,9.0809167,2642.2
191023+090550,287.599875,9.0974444,4973.5
191025-032329,287.606625,-3.3915278,111.9
191027+012524,287.616625,1.4234167,178.5
191028+075203,287.6180417,7.8676944,786.4
191031+075310,287.6297917,7.8863333,407.9
191031+090510,287.63075,9.0863611,1240.5
191033-141302,287.6387083,-14.2174722,233.8
191033+075212,287.6400833,7.8701111,953.4
191034+075839,287.6455417,7.9776389,277.5
191036-191132,287.6511667,-19.1922222,152.0
191040+091741,287.6695833,9.2947778,119.4
191041+091517,287.6722917,9.2549444,128.2
191047-095752,287.6979167,-9.9644444,156.0
191100+090601,287.7534167,9.1005,5894.5
191103+090502,287.7665417,9.0840278,8704.7
191107-003058,287.7809583,-0.5161111,138.5
191107+090650,287.7814167,9.1138889,8146.4
191108-020528,287.785125,-2.0911389,475.0
191110+094000,287.7936667,9.6668889,168.3
191112+090539,287.8032917,9.0944167,7105.9
191114-163536,287.81125,-16.5935556,169.0
191120-092832,287.8359167,-9.4758056,111.7
191129-190823,287.8739167,-19.1398611,439.9
191133+001449,287.8887917,0.2471944,117.6
191138-042023,287.9089167,-4.3398056,159.7
191138-010847,287.912,-1.1465278,138.5
191140-171208,287.9192083,-17.2023333,1685.6
191149+045858,287.9564583,4.9828889,879.4
191151-001405,287.9625833,-0.2349444,192.6
191155-072012,287.980625,-7.3368611,226.8
191156-192151,287.9854167,-19.3644167,205.9
191156-150130,287.9856667,-15.02525,203.5
191157-054820,287.9895417,-5.8056111,1595.3
191206+070812,288.0265833,7.13675,102.5
191207-080421,288.02975,-8.0726111,362.6
191208-072546,288.033375,-7.4295278,113.9
191209-082215,288.0415417,-8.3708611,154.4
191210+085220,288.0437083,8.87225,583.1
191211-150457,288.0499583,-15.0827222,555.3
191218-012800,288.0754583,-1.4666944,124.8
191219-064027,288.0811667,-6.6741667,407.5
191224-070526,288.1037083,-7.0906667,323.5
191227-070631,288.1130833,-7.1088056,549.5
191229-122301,288.1230833,-12.3837222,126.0
191229-094858,288.1239583,-9.8163333,450.1
191233-113327,288.1385833,-11.5576111,111.7
191234-023842,288.1446667,-2.64525,114.2
191238-023748,288.161375,-2.6301667,128.1
191240-101828,288.168125,-10.3079167,201.0
191241-073410,288.17325,-7.5694444,190.9
191244+020811,288.1867083,2.1366389,175.1
191247-064245,288.198875,-6.7127222,110.8
191251+000839,288.2126667,0.1442222,176.6
191252+043104,288.2189583,4.5178333,298.4
191254+051801,288.2260833,5.3003056,483.6
191256-051725,288.2340417,-5.2905,106.1
191302-085815,288.258375,-8.9710556,123.6
191320+005109,288.3363333,0.8525556,123.6
191321+040118,288.3412917,4.0218889,186.8
191324+093246,288.35,9.5462778,272.4
191325+034308,288.3562083,3.719,396.9
191331+034218,288.380375,3.7051111,207.5
191333-165846,288.3900417,-16.9796667,159.7
191333+091904,288.3914167,9.3177778,394.3
191339-015147,288.4130417,-1.8631111,573.9
191339-152356,288.4134167,-15.3989167,128.9
191342+013437,288.4287083,1.5770833,125.3
191414+012426,288.5607083,1.4074444,119.9
191418+074501,288.5758333,7.7504444,194.7
191419-015120,288.5809583,-1.8556111,111.9
191426+092236,288.6087083,9.3769167,323.1
191427-142501,288.6155417,-14.417,103.6
191429+092214,288.6245,9.3707222,297.0
191442-021523,288.6768333,-2.2566389,294.5
191458-170822,288.7433333,-17.1395833,188.4
191502-091348,288.7610833,-9.2300556,640.7
191503+094709,288.7650417,9.7858333,116.0
191507-140555,288.77975,-14.09875,123.2
191508+051538,288.7857917,5.2606111,256.8
191530+002240,288.878,0.3779722,113.7
191538+012146,288.908375,1.3630278,193.8
191546+072117,288.942625,7.3547222,119.1
191550-031003,288.96175,-3.1675278,109.0
191552-033334,288.9681667,-3.5596944,103.1
191600-033733,289.0012917,-3.6260278,187.2
191603-110216,289.0150833,-11.038,384.7
191606-141512,289.0256667,-14.2533611,139.7
191611-110127,289.0477917,-11.0242778,179.3
191620-061626,289.0869167,-6.2741111,133.8
191623-131544,289.0959583,-13.2622222,315.1
191626-164139,289.1120417,-16.6943889,142.4
191640-093052,289.1689167,-9.5145833,169.2
191646-125845,289.1922917,-12.9792778,107.3
191648-033512,289.2003333,-3.5867222,214.3
191652-151900,289.2188333,-15.3167222,165.1
191654+020646,289.225625,2.1130278,143.4
191658-114508,289.244875,-11.7523889,846.2
191710-001404,289.29425,-0.2346944,159.2
191713-071712,289.3069583,-7.2866667,204.6
191725+044236,289.3562917,4.7101667,193.9
191734-010720,289.3934167,-1.12225,147.1
191736-190912,289.4,-19.1534444,113.9
191738-025650,289.410625,-2.9473889,253.2
191741-111711,289.424,-11.2864167,387.6
191744-192131,289.436875,-19.3588611,481.0
191746-025658,289.442,-2.9494444,239.1
191747-105045,289.44825,-10.8458889,141.4
191748+062124,289.4531667,6.3566944,1512.3
191749-082504,289.4565417,-8.4178056,355.3
191754-120432,289.475375,-12.0755833,1632.5
191759-091304,289.499,-9.2180278,102.4
191803-081846,289.5140417,-8.3128056,131.0
191810-093101,289.5454167,-9.5169444,276.3
191811-015352,289.5465,-1.8978333,527.0
191818+064400,289.5768333,6.7333333,292.5
191821+052124,289.5905,5.3568889,115.1
191828+063220,289.6172083,6.5388889,376.5
191835-154133,289.6468333,-15.6927222,208.9
191838-115746,289.659125,-11.9628056,195.3
191847+013441,289.69625,1.5781389,164.2
191849+030442,289.7079583,3.0784167,550.7
191852+040858,289.717375,4.1496944,232.9
191852-100602,289.7203333,-10.1006111,177.1
191909+053922,289.7894167,5.65625,155.6
191917+061942,289.8221667,6.3285,262.3
191919-020749,289.83225,-2.1304722,740.2
191924-134855,289.8517083,-13.8153333,229.5
191934+051827,289.891875,5.3077222,590.5
191939-074244,289.9137083,-7.7122778,404.9
191946-131902,289.9435417,-13.3173611,595.8
191948-105418,289.9527083,-10.9051389,140.3
191948-080028,289.9535833,-8.0078056,159.7
192013-055201,290.0565833,-5.8671944,436.9
192019-055148,290.0816667,-5.8635833,290.9
192022-080520,290.0935,-8.0891389,427.7
192030+000046,290.1263333,0.0129722,134.8
192038-000533,290.1584583,-0.0925556,239.7
192043-023611,290.180375,-2.6032222,411.1
192044+032149,290.1861667,3.3636111,297.3
192044-141116,290.1871667,-14.1878611,236.5
192049+042052,290.2043333,4.3478056,216.6
192101-034752,290.2579583,-3.7978889,155.3
192103-042742,290.2651667,-4.4619167,243.6
192104+003648,290.2690833,0.6133889,269.3
192110-170507,290.2916667,-17.0854444,230.6
192112+050056,290.304,5.0156944,163.5
192115-182605,290.3133333,-18.4348611,387.0
192119-002824,290.3311667,-0.4733611,119.7
192123-123154,290.3497083,-12.53175,154.4
192127-150646,290.3634583,-15.1128611,169.6
192129-024437,290.371625,-2.7437778,216.0
192135+054107,290.398875,5.6855,103.6
192150-110105,290.4585833,-11.01825,403.7
192150-140103,290.46025,-14.0175833,312.1
192208-051731,290.5333333,-5.2921944,104.7
192209-120027,290.541625,-12.0076111,135.8
192211-143836,290.54825,-14.6435,235.2
192212+011518,290.5516667,1.2551389,394.7
192214+073704,290.5614167,7.6178333,128.8
192215-020745,290.56325,-2.1293889,101.7
192217-143757,290.57175,-14.6325556,101.1
192218+084157,290.5777917,8.6994167,276.8
192219-065855,290.5830417,-6.9820278,106.3
192233+071048,290.6413333,7.1800278,128.9
192233-152524,290.6415,-15.4233611,274.6
192234-163254,290.645125,-16.5484167,482.9
192236+033308,290.651125,3.5523056,138.0
192237+050624,290.6561667,5.1068611,367.4
192240+033306,290.6687083,3.5519167,158.5
192243+045126,290.6828333,4.85725,909.5
192245+073933,290.6875833,7.65925,193.6
192249+023041,290.706125,2.5115556,160.8
192258+044354,290.7417917,4.7316944,104.8
192258-144129,290.742375,-14.6915833,324.7
192313-084015,290.8074167,-8.6710833,114.5
192320-090823,290.8352917,-9.1399167,347.5
192330-074137,290.8784167,-7.6936389,1925.1
192337+035506,290.9044167,3.9184167,196.5
192339-073145,290.9152917,-7.5292222,176.5
192340-061137,290.91975,-6.1938056,133.1
192341-061039,290.924875,-6.1775556,260.2
192343-145019,290.9330833,-14.8386667,625.6
192344-195034,290.9364583,-19.8429722,165.3
192351+085353,290.965,8.8982222,146.5
192355+094424,290.9809167,9.7400833,343.9
192407+044548,291.0292083,4.7635556,301.5
192411-154902,291.0492917,-15.8173333,1288.5
192415-170336,291.0655,-17.0601944,100.4
192417+042355,291.071625,4.39875,173.5
192419-150235,291.0797083,-15.0431111,196.1
192419-030902,291.0805,-3.1505833,103.7
192423-030921,291.0965417,-3.1559167,101.0
192431+090120,291.1292917,9.0223611,115.7
192434+002823,291.1434583,0.4732778,409.2
192435-113915,291.1494167,-11.6543611,225.1
